	connective tissue disease	lower respiratory tract disease	autoimmune disease	primary immunodeficiency disease	autosomal genetic disease	autosomal dominant disease	organ system cancer	cell type cancer	kidney disease	carcinoma	skin disease	brain disease	heart disease	intrinsic cardiomyopathy	cardiomyopathy	autosomal recessive disease	X-linked dominant disease	X-linked monogenic disease	bone disease	bone remodeling disease	congenital nervous system abnormality	bone marrow disease	hematologic cancer	dysostosis	bone development disease	osteochondrodysplasia	X-linked recessive disease	motor neuron disease	neurodegenerative disease	neuromuscular disease	Charcot-Marie-Tooth disease type 2	Charcot-Marie-Tooth disease	neuropathy	anemia	aplastic anemia	myopathy	muscular disease	muscular dystrophy	muscle tissue disease	cerebellar disease	eye degenerative disease	macular degeneration	retinal degeneration	eye disease	retinal disease	tooth disease	mouth disease	spinal disease	artery disease	vascular disease	developmental disorder of mental health	syndromic X-linked intellectual disability	intellectual disability	specific developmental disorder	syndromic intellectual disability	heart conduction disease	cerebellar ataxia	hereditary ataxia	autosomal recessive cerebellar ataxia	gonadal disease	disorder of sexual development	autosomal dominant cerebellar ataxia	paraplegia	hereditary spastic paraplegia	digenic disease	severe combined immunodeficiency	combined immunodeficiency	B cell deficiency	agammaglobulinemia	congenital myopathy	blood coagulation disease	ciliopathy	Joubert syndrome	epilepsy	nonsyndromic deafness	autosomal dominant nonsyndromic deafness	auditory system disease	leukodystrophy	cerebral degeneration	developmental and epileptic encephalopathy	electroclinical syndrome	autosomal dominant intellectual developmental disorder	spermatogenic failure	male reproductive system disease	male infertility	congenital disorder of glycosylation	lens disease	cataract	autosomal recessive intellectual developmental disorder	non-syndromic X-linked intellectual disability	non-syndromic intellectual disability	autosomal recessive nonsyndromic deafness	primary ciliary dyskinesia	retinitis pigmentosa	intestinal disease	gastrointestinal system cancer	female reproductive system disease	ovarian disease	dilated cardiomyopathy	congenital hypoplastic anemia	colorectal cancer	intestinal cancer	large intestine cancer
GF-12L95M	0.7073749281196091	0.7448275862068966	0.6707317073170732	0.886734693877551	0.5321173972394965	0.5797368421052631	0.6919675755342667	0.5413793103448276	0.830654420206659	0.6071428571428571	0.6184210526315789	0.7232323232323232	0.706216577540107	0.8650943396226415	0.8547169811320754	0.5922807017543859	0.7204301075268817	0.8132427843803056	0.7791020597084009	0.6142857142857143	0.7916666666666667	0.824	0.6836734693877551	0.9635416666666666	0.7195616883116883	0.7855191256830601	0.7902046783625731	0.32575757575757575	0.6936507936507936	0.6295857988165681	0.5572916666666666	0.7997159090909092	0.6123595505617978	0.782	0.8225806451612903	0.7440476190476191	0.7432216905901116	0.693050193050193	0.8218770654329147	0.8753086419753086	0.8820939334637964	0.7375	0.7749510763209393	0.7184590690208668	0.8253968253968254	0.78125	0.9285714285714286	0.6428571428571428	0.9479166666666666	0.690625	0.7557777777777779	0.8838383838383839	0.769717261904762	0.6960194399444574	0.8201219512195123	0.592391304347826	0.71875	0.5676470588235294	0.7619047619047619	0.576271186440678	0.45454545454545453	0.7447916666666666	0.8517441860465116	0.6584302325581396	0.5349462365591398	0.88125	0.7859375	0.804	0.8374999999999999	0.7769230769230768	0.900375939849624	0.8999999999999999	0.9125	0.8035714285714286	0.6837606837606839	0.5944444444444444	0.6397435897435897	0.7222222222222222	0.7965517241379311	0.8666666666666667	0.8348549946294307	0.9537671232876713	0.9417293233082706	0.8730769230769231	0.796875	0.7965517241379311	0.625	0.6048387096774194	0.696917808219178	0.8375	0.9187500000000001	0.596244131455399	0.9520000000000001	0.7379227053140096	0.5575396825396826	0.6203007518796992	0.552	0.7	0.9172413793103449	0.9518518518518518	0.7261904761904762	0.6488095238095238	0.30952380952380953
GF-6L30M	0.6607245543415756	0.6413793103448275	0.7057926829268293	0.891454081632653	0.535871378735022	0.5928947368421054	0.6523581429624171	0.6275862068965518	0.74052812858783	0.5833333333333334	0.6762609649122807	0.7107070707070707	0.6928475935828877	0.8915094339622641	0.840566037735849	0.5819883040935672	0.7688172043010753	0.8539898132427844	0.6533209905114558	0.6678571428571429	0.8861111111111111	0.796	0.6428571428571428	0.78125	0.6672077922077922	0.6243169398907104	0.8318713450292398	0.4873737373737374	0.6568253968253969	0.6585798816568048	0.6666666666666666	0.7897727272727273	0.5112359550561798	0.771	0.9543010752688172	0.6190476190476191	0.7381711855396066	0.6718146718146718	0.8129543952412426	0.8753086419753087	0.8527397260273973	0.80625	0.7690802348336595	0.7369181380417336	0.844017094017094	0.625	0.9226190476190477	0.5416666666666667	0.7447916666666667	0.5765625	0.7342222222222223	0.7626262626262627	0.7844742063492064	0.7560749826429067	0.8871951219512195	0.6413043478260869	0.8139204545454546	0.5382352941176471	0.869047619047619	0.6910631741140216	0.5340909090909092	0.7604166666666666	0.7456395348837209	0.7587209302325582	0.33064516129032256	0.93125	0.8515625	0.6679999999999999	0.625	0.6461538461538462	0.8703007518796991	0.942857142857143	0.94375	0.781047077922078	0.6405982905982907	0.725	0.5363247863247863	0.7518518518518519	0.7275862068965517	0.9153846153846154	0.9062835660580021	0.8955479452054795	0.8740601503759398	0.8634615384615384	0.8515625	0.8206896551724139	0.7317708333333333	0.7956989247311828	0.6061643835616438	0.8875000000000001	0.81875	0.4679186228482003	0.976	0.7318840579710144	0.5456349206349206	0.6785714285714286	0.56	0.35625	0.9862068965517241	0.8962962962962963	0.7440476190476191	0.8035714285714285	0.5178571428571429
GF-12L95MCANCER	0.715281771132835	0.7551724137931035	0.7027439024390244	0.8771683673469388	0.537463976945245	0.638859649122807	0.6530950626381724	0.5517241379310345	0.7686567164179104	0.6428571428571428	0.6288377192982456	0.7152525252525253	0.7426470588235294	0.9198113207547169	0.7745283018867924	0.6116959064327485	0.6774193548387096	0.7533955857385398	0.730386484610044	0.5178571428571429	0.7055555555555556	0.744	0.6999999999999998	0.8854166666666666	0.703125	0.7233606557377049	0.8450292397660819	0.5505050505050505	0.6993650793650794	0.6502958579881657	0.578125	0.7769886363636364	0.735624586913417	0.799	0.7983870967741935	0.7165178571428572	0.778575225943647	0.6795366795366795	0.8688037012557832	0.8493827160493828	0.9031311154598826	0.65	0.7592954990215265	0.7003210272873195	0.858974358974359	0.81875	0.8571428571428572	0.5297619047619048	0.953125	0.5109375	0.7214444444444444	0.9090909090909091	0.7888144841269842	0.7195093728303633	0.7972560975609757	0.6032608695652173	0.7173295454545454	0.5098039215686274	0.7619047619047619	0.6694915254237288	0.45454545454545453	0.6302083333333333	0.8953488372093024	0.5	0.5241935483870968	0.8812500000000001	0.7703125	0.76	0.7937500000000001	0.7961538461538462	0.862781954887218	0.8984126984126983	0.9	0.7658279220779222	0.6846153846153846	0.5944444444444444	0.6576923076923077	0.7444444444444445	0.8620689655172413	0.9294871794871795	0.8458646616541353	0.9126712328767124	0.8721804511278196	0.8634615384615385	0.746875	0.810344827586207	0.6328125	0.5698924731182795	0.6678082191780822	0.91875	0.73125	0.701095461658842	0.9520000000000001	0.7294685990338163	0.6388888888888888	0.6917293233082706	0.45999999999999996	0.44375000000000003	0.9310344827586208	0.9185185185185185	0.6845238095238095	0.7857142857142858	0.3869047619047619
GF-12L30M	0.661012075905693	0.4896551724137931	0.8643292682926829	0.9205357142857142	0.5334445624146822	0.605	0.5810611643330877	0.4862068965517241	0.6796785304247991	0.625	0.6362390350877193	0.6737878787878788	0.7012032085561497	0.8735849056603774	0.7669811320754717	0.6035087719298246	0.7849462365591398	0.8416808149405771	0.7202036565609812	0.6035714285714286	0.6888888888888889	0.712	0.6387755102040817	0.8125	0.7672483766233766	0.6885245901639344	0.736842105263158	0.345959595959596	0.7295238095238095	0.6284023668639054	0.734375	0.8153409090909091	0.5885657633840052	0.821	0.9005376344086022	0.7492559523809523	0.6547049441786283	0.6930501930501931	0.7062128222075347	0.8160493827160494	0.8659491193737769	0.5812499999999999	0.74706457925636	0.7047351524879615	0.811050061050061	0.725	0.9404761904761905	0.6428571428571428	0.859375	0.47187500000000004	0.7702222222222223	0.888888888888889	0.744171626984127	0.7283036334181903	0.8125	0.4510869565217391	0.7514204545454546	0.44215686274509813	0.6488095238095237	0.7627118644067796	0.5284090909090908	0.890625	0.7936046511627906	0.6976744186046511	0.4811827956989247	0.99375	0.921875	0.8360000000000001	0.9500000000000001	0.6269230769230769	0.8533834586466166	0.9126984126984127	0.9874999999999999	0.8214285714285714	0.6329059829059829	0.5666666666666667	0.6047008547008548	0.8666666666666667	0.5689655172413793	0.8482905982905982	0.8227712137486574	0.9263698630136986	0.8421052631578947	0.8653846153846154	0.7578125	0.8827586206896552	0.7578125	0.7876344086021505	0.6917808219178082	0.84375	0.8875	0.5492957746478874	0.988	0.7282608695652174	0.5535714285714286	0.5601503759398496	0.5	0.375	0.8862068965517241	0.9333333333333333	0.7797619047619048	0.6011904761904762	0.5654761904761905
GF-20L95M	0.6735192639447959	0.7172413793103448	0.8003048780487805	0.8875	0.5282117397239496	0.6296491228070177	0.6621223286661755	0.5793103448275863	0.8013777267508612	0.6488095238095237	0.5589364035087718	0.7260606060606061	0.7018716577540107	0.9245283018867925	0.8132075471698113	0.6088888888888889	0.6102150537634409	0.7550933786078099	0.7115251099282573	0.55	0.6277777777777778	0.788	0.7224489795918367	0.9479166666666666	0.7648133116883117	0.8346994535519126	0.766812865497076	0.46212121212121215	0.7087301587301588	0.49822485207100586	0.4947916666666667	0.7713068181818181	0.6513549239920687	0.831	0.8575268817204301	0.6555059523809523	0.8245614035087718	0.6911196911196911	0.9193654990085922	0.8407407407407408	0.8395303326810176	0.8125	0.7025440313111546	0.7780898876404495	0.8595848595848596	0.75625	0.9226190476190477	0.30952380952380953	0.8593750000000001	0.5984375	0.7207777777777777	0.861111111111111	0.7351190476190477	0.698102291136311	0.7484756097560976	0.6847826086956522	0.7045454545454546	0.4823529411764706	0.7678571428571429	0.6825885978428352	0.4147727272727273	0.5260416666666667	0.8444767441860465	0.6511627906976745	0.45967741935483875	0.9	0.784375	0.7040000000000001	0.78125	0.8230769230769232	0.9248120300751879	0.8793650793650793	0.8624999999999999	0.7832792207792207	0.6444444444444445	0.4361111111111111	0.6213675213675214	0.8037037037037037	0.7551724137931034	0.9311965811965812	0.8770139634801289	0.952054794520548	0.8515037593984962	0.85	0.8671875	0.9068965517241379	0.5833333333333333	0.7016129032258065	0.6746575342465754	0.80625	0.69375	0.5289514866979655	0.968	0.7886473429951689	0.5178571428571428	0.6390977443609023	0.68	0.58125	0.8241379310344829	0.8777777777777778	0.6071428571428571	0.7857142857142857	0.38690476190476186
PPI-RAW	0.6316129959746981	0.803448275862069	0.5807926829268293	0.900765306122449	0.5577506446230852	0.6290350877192983	0.843036109064112	0.8586206896551725	0.6894374282433984	0.7559523809523809	0.566611842105263	0.6801010101010101	0.749331550802139	0.810377358490566	0.8094339622641509	0.6042105263157895	0.5591397849462365	0.5008488964346349	0.6768109233973617	0.6535714285714286	0.7166666666666667	0.888	0.8040816326530612	0.375	0.7692775974025974	0.712431693989071	0.6286549707602339	0.45707070707070707	0.6766666666666666	0.6597633136094675	0.6354166666666666	0.7428977272727273	0.7174487772637145	0.6950000000000001	0.8387096774193548	0.783110119047619	0.661084529505582	0.9285714285714286	0.849636483807006	0.7530864197530864	0.7744618395303328	0.6	0.689334637964775	0.6510433386837882	0.6529304029304029	0.4375	0.9285714285714286	0.5178571428571428	0.5052083333333334	0.7203124999999999	0.6506666666666667	0.5328282828282829	0.7848462301587302	0.6409395973154363	0.7408536585365854	0.6521739130434783	0.7088068181818181	0.6049019607843138	0.6785714285714286	0.6078582434514638	0.4943181818181818	0.5729166666666666	0.883720930232558	0.7267441860465117	0.5806451612903226	0.81875	0.71875	0.6200000000000001	0.7249999999999999	0.7538461538461538	0.7330827067669173	0.8301587301587302	0.99375	0.7299107142857143	0.6465811965811966	0.6111111111111112	0.5294871794871795	0.8814814814814815	0.5344827586206896	0.8948717948717948	0.6992481203007519	0.9075342465753424	0.736842105263158	0.7317307692307692	0.6882812500000001	0.9862068965517241	0.8046875	0.7365591397849462	0.5941780821917808	0.7375	0.6624999999999999	0.5383411580594679	0.732	0.8128019323671497	0.7261904761904762	0.9172932330827068	0.52	0.36250000000000004	0.8275862068965518	0.9592592592592593	1.0	1.0	0.8690476190476191
T5	0.5879097182288672	0.7758620689655172	0.6615853658536586	0.8767857142857143	0.6312755953283785	0.6471052631578947	0.7278924097273397	0.8448275862068966	0.7342135476463835	0.7857142857142857	0.5625	0.6456060606060606	0.6133021390374331	0.7566037735849056	0.7084905660377359	0.6442690058479532	0.6370967741935484	0.6740237691001698	0.6724137931034483	0.75	0.8333333333333334	0.5680000000000001	0.6142857142857143	0.6145833333333333	0.6866883116883117	0.7165300546448088	0.6820175438596492	0.2904040404040404	0.6974603174603174	0.6674556213017752	0.71875	0.7556818181818181	0.7290152015862525	0.8140000000000001	0.9032258064516128	0.6938244047619048	0.766347687400319	0.8359073359073359	0.7191011235955057	0.6666666666666666	0.5640900195694716	0.6499999999999999	0.5821917808219179	0.6406099518459069	0.5631868131868132	0.8375	0.7321428571428572	0.636904761904762	0.5729166666666667	0.37187499999999996	0.7215555555555555	0.6616161616161615	0.7867063492063492	0.7182365193242305	0.8765243902439025	0.532608695652174	0.6931818181818182	0.5156862745098039	0.7142857142857144	0.7149460708782742	0.3636363636363636	0.7083333333333333	0.8226744186046513	0.7267441860465116	0.7526881720430108	0.825	0.6140625	0.6839999999999999	0.54375	0.7153846153846154	0.7988721804511277	0.9349206349206349	0.99375	0.7449269480519481	0.6491452991452992	0.7083333333333333	0.5376068376068376	0.725925925925926	0.496551724137931	0.8072649572649573	0.6831364124597207	0.9246575342465754	0.7011278195488722	0.8038461538461539	0.803125	0.9724137931034482	0.7395833333333333	0.7150537634408602	0.8715753424657535	0.65	0.9	0.7026604068857589	0.992	0.48550724637681164	0.5535714285714285	0.7537593984962406	0.6839999999999999	0.4875	0.9448275862068966	0.925925925925926	0.8630952380952381	0.886904761904762	0.6428571428571428
ESMB1	0.5174669350201265	0.7172413793103447	0.6554878048780488	0.8858418367346939	0.5973760048536326	0.6841228070175438	0.7159174649963155	0.8517241379310345	0.6618828932261768	0.7916666666666667	0.6266447368421053	0.6494949494949495	0.5912433155080213	0.7339622641509433	0.6518867924528302	0.6411111111111112	0.7204301075268817	0.5691850594227504	0.6495024299930572	0.7392857142857143	0.8138888888888889	0.6559999999999999	0.6673469387755102	0.5989583333333334	0.7463474025974026	0.7636612021857924	0.6871345029239766	0.3813131313131313	0.73	0.7455621301775148	0.7604166666666667	0.8352272727272727	0.7267019167217449	0.6960000000000001	0.935483870967742	0.7581845238095238	0.7424242424242424	0.8667953667953668	0.6427627230667547	0.6555555555555556	0.4652641878669276	0.7125	0.6374755381604696	0.589967897271268	0.5283882783882783	0.79375	0.6607142857142858	0.3571428571428571	0.6979166666666667	0.2734375	0.7338888888888889	0.6136363636363636	0.7359871031746031	0.6770423513075677	0.7484756097560976	0.4293478260869565	0.6576704545454546	0.6617647058823529	0.6785714285714286	0.7403697996918336	0.7386363636363636	0.8958333333333334	0.8866279069767442	0.816860465116279	0.8225806451612903	0.925	0.6078125	0.6040000000000001	0.68125	0.7423076923076923	0.768796992481203	0.8936507936507936	0.99375	0.7339691558441558	0.6200854700854701	0.7083333333333333	0.6286324786324786	0.7444444444444445	0.4724137931034483	0.8829059829059829	0.6283566058002149	0.9178082191780822	0.7255639097744361	0.7942307692307693	0.8140624999999999	0.9689655172413792	0.671875	0.5591397849462365	0.7602739726027398	0.70625	0.65	0.7511737089201878	0.956	0.46135265700483086	0.5714285714285714	0.8308270676691729	0.696	0.6250000000000001	0.9482758620689655	0.9407407407407408	0.6964285714285714	0.8630952380952381	0.5238095238095238
SCGPT-PANCANCER	0.6733755031627372	0.6344827586206897	0.6310975609756098	0.8723214285714286	0.5825875929015623	0.6426315789473684	0.6728076639646279	0.5931034482758621	0.6526980482204363	0.7678571428571428	0.6074561403508771	0.6859090909090909	0.6788101604278075	0.759433962264151	0.6471698113207547	0.5948538011695906	0.7150537634408602	0.8692699490662139	0.7429993057162694	0.4714285714285714	0.675	0.612	0.6591836734693878	0.8072916666666666	0.7382305194805194	0.6816939890710382	0.8347953216374269	0.16919191919191917	0.6266666666666666	0.7426035502958579	0.6666666666666667	0.7386363636363636	0.5452742894910774	0.774	0.8575268817204301	0.6785714285714286	0.6921850079744816	0.8610038610038611	0.6074025115664243	0.7765432098765432	0.7167318982387475	0.83125	0.5694716242661448	0.6344301765650081	0.6343101343101343	0.7062499999999999	0.6190476190476191	0.34523809523809523	0.8437500000000001	0.546875	0.7511111111111111	0.9570707070707071	0.8153521825396826	0.762554964128674	0.8871951219512195	0.6141304347826086	0.6349431818181819	0.6941176470588235	0.6309523809523809	0.5554699537750385	0.5056818181818182	0.6354166666666667	0.8270348837209301	0.6468023255813954	0.5456989247311828	0.9625	0.884375	0.66	0.7375	0.726923076923077	0.8721804511278196	0.9317460317460318	1.0	0.7039366883116883	0.7252136752136753	0.6916666666666667	0.5645299145299145	0.6814814814814815	0.810344827586207	0.8388888888888889	0.7964554242749732	0.9280821917808219	0.8458646616541353	0.8490384615384615	0.8046875	0.9793103448275862	0.625	0.6424731182795699	0.6849315068493151	0.85	0.9375	0.47730829420970267	0.98	0.5954106280193237	0.5853174603174602	0.6522556390977443	0.45999999999999996	0.3125	0.4448275862068965	0.9518518518518518	0.7619047619047619	0.8333333333333334	0.5178571428571428
ALBERT	0.6124209315698678	0.8586206896551724	0.6890243902439025	0.7984693877551021	0.6214166540269983	0.6950000000000001	0.7503684598378777	0.8137931034482759	0.5907003444316877	0.6607142857142856	0.569078947368421	0.668939393939394	0.5788770053475936	0.7962264150943397	0.6141509433962264	0.5998245614035088	0.6397849462365591	0.6969439728353141	0.6205739412173107	0.6821428571428572	0.8416666666666667	0.52	0.6938775510204082	0.6692708333333333	0.6913555194805195	0.6980874316939891	0.6849415204678362	0.4747474747474747	0.578888888888889	0.7804733727810651	0.8333333333333334	0.8011363636363635	0.721083939193655	0.778	0.9354838709677419	0.6376488095238095	0.6929824561403508	0.8667953667953668	0.5753469927296762	0.6790123456790124	0.5831702544031311	0.675	0.6007827788649707	0.6735152487961477	0.5738705738705738	0.49374999999999997	0.6964285714285714	0.6904761904761905	0.421875	0.275	0.7524444444444445	0.6691919191919192	0.7874503968253967	0.6772737792177737	0.7774390243902439	0.5652173913043478	0.6363636363636364	0.4941176470588235	0.7380952380952381	0.7395993836671804	0.47159090909090906	0.8854166666666666	0.8241279069767442	0.7427325581395349	0.5618279569892473	0.5874999999999999	0.6625000000000001	0.56	0.80625	0.6730769230769231	0.8402255639097744	0.811111111111111	0.98125	0.7637987012987013	0.6448717948717949	0.6638888888888889	0.6773504273504274	0.7814814814814814	0.43103448275862066	0.8799145299145299	0.7620837808807733	0.9434931506849316	0.6936090225563909	0.7365384615384616	0.7109375	0.9620689655172414	0.7395833333333334	0.7956989247311828	0.7328767123287672	0.69375	0.75	0.7120500782472614	0.9640000000000001	0.5277777777777778	0.6031746031746031	0.7142857142857143	0.448	0.49999999999999994	0.7551724137931035	0.7962962962962964	0.7083333333333333	0.898809523809524	0.47023809523809523
FROGS-ARCHS4	0.6666187464059805	0.5103448275862069	0.8338414634146342	0.8839285714285714	0.5439481268011527	0.5751754385964912	0.7371039056742814	0.49655172413793097	0.7485648679678532	0.636904761904762	0.7371162280701754	0.623080808080808	0.7256016042780749	0.8160377358490566	0.7792452830188679	0.5480701754385965	0.543010752688172	0.6235144312393888	0.6537838463318676	0.5892857142857143	0.7055555555555556	0.736	0.5346938775510204	0.7994791666666667	0.6724837662337662	0.7349726775956285	0.6374269005847953	0.6237373737373738	0.6830158730158731	0.5857988165680473	0.578125	0.6946022727272727	0.6830799735624588	0.743	0.7983870967741936	0.7957589285714286	0.7062732589048378	0.6428571428571428	0.7300066093853271	0.6123456790123457	0.7935420743639922	0.6875	0.6952054794520549	0.7060995184590689	0.8058608058608059	0.8374999999999999	0.8333333333333335	0.5654761904761905	0.9114583333333333	0.5796875	0.7236666666666667	0.5505050505050505	0.7434275793650793	0.7426521638509603	0.42835365853658536	0.4347826086956522	0.6534090909090909	0.6676470588235294	0.6964285714285714	0.6510015408320493	0.6306818181818181	0.703125	0.683139534883721	0.5741279069767442	0.5779569892473119	0.93125	0.7046875	0.728	0.90625	0.7230769230769231	0.9849624060150377	0.6984126984126984	0.9	0.7219967532467532	0.5670940170940171	0.3972222222222222	0.6739316239316239	0.3666666666666667	0.6172413793103448	0.805982905982906	0.7451664876476907	0.7465753424657534	0.7105263157894737	0.7769230769230768	0.6890625	0.8206896551724139	0.46354166666666663	0.5053763440860215	0.8339041095890412	0.91875	0.59375	0.619718309859155	0.808	0.78743961352657	0.6865079365079365	0.731203007518797	0.7080000000000001	0.375	0.8793103448275863	0.7592592592592593	0.625	0.9166666666666666	0.5119047619047619
SEQVEC	0.5688614146060955	0.7241379310344828	0.6158536585365854	0.7978316326530612	0.5327241013195814	0.6378070175438597	0.7621591746499632	0.9586206896551723	0.5338691159586683	0.8511904761904762	0.5504385964912282	0.6373232323232324	0.6427139037433155	0.7622641509433962	0.6726415094339623	0.5855555555555555	0.543010752688172	0.5543293718166383	0.6182596621152512	0.7285714285714285	0.8583333333333334	0.508	0.620408163265306	0.5651041666666667	0.6548295454545454	0.6550546448087432	0.5804093567251463	0.3914141414141414	0.6290476190476192	0.7556213017751479	0.6666666666666666	0.6505681818181818	0.6067415730337079	0.533	0.836021505376344	0.7008928571428572	0.6608187134502923	0.8243243243243243	0.6183079973562459	0.7111111111111111	0.5856164383561644	0.75625	0.6159491193737769	0.6012038523274479	0.5332722832722833	0.6749999999999999	0.7202380952380952	0.7202380952380952	0.6927083333333333	0.328125	0.7193333333333334	0.6944444444444444	0.7733134920634921	0.6545938440175885	0.8689024390243902	0.5380434782608696	0.5852272727272727	0.5696078431372549	0.6547619047619048	0.7057010785824345	0.5681818181818181	0.8958333333333334	0.8444767441860466	0.7645348837209303	0.6612903225806451	0.71875	0.690625	0.572	0.8	0.6653846153846154	0.7669172932330827	0.8492063492063492	0.94375	0.710836038961039	0.6982905982905983	0.6749999999999999	0.5064102564102564	0.6888888888888888	0.7310344827586207	0.8735042735042736	0.6058002148227711	0.7945205479452055	0.6860902255639098	0.6961538461538461	0.7109375	0.996551724137931	0.7552083333333333	0.7956989247311828	0.648972602739726	0.64375	0.55625	0.6463223787167449	0.9279999999999999	0.6859903381642511	0.6448412698412699	0.6616541353383458	0.56	0.675	0.8827586206896552	0.8222222222222222	0.8809523809523809	0.8392857142857143	0.5535714285714286
ESM2	0.5972541690626798	0.7551724137931034	0.6280487804878049	0.8534438775510204	0.5838389200667374	0.627719298245614	0.718496683861459	0.882758620689655	0.6486796785304247	0.7619047619047619	0.49533991228070173	0.6153535353535353	0.6146390374331551	0.7235849056603773	0.7707547169811321	0.6378362573099415	0.478494623655914	0.5946519524617997	0.6208053691275168	0.7785714285714286	0.6916666666666667	0.588	0.6489795918367347	0.703125	0.6854707792207793	0.8531420765027322	0.5292397660818713	0.37878787878787873	0.72	0.7124260355029586	0.640625	0.7982954545454546	0.5142101784534039	0.662	0.8736559139784946	0.6696428571428572	0.6818181818181818	0.6891891891891891	0.6216126900198282	0.7493827160493827	0.5577299412915852	0.6625000000000001	0.5616438356164383	0.6307383627608346	0.6382783882783882	0.8875	0.7142857142857143	0.5059523809523809	0.5416666666666667	0.3734375	0.7255555555555555	0.5606060606060606	0.7982390873015872	0.7127979634343901	0.7621951219512195	0.6358695652173912	0.5071022727272727	0.5529411764705883	0.5773809523809523	0.7372881355932204	0.5284090909090909	0.7760416666666666	0.8546511627906976	0.8343023255813953	0.75	0.6	0.6531250000000001	0.676	0.79375	0.6576923076923077	0.6409774436090225	0.9253968253968254	1.0	0.7386363636363636	0.5884615384615385	0.6749999999999999	0.5158119658119658	0.7444444444444446	0.5758620689655173	0.7978632478632478	0.6519871106337272	0.9143835616438356	0.763157894736842	0.6923076923076923	0.7984375	0.8896551724137931	0.7708333333333334	0.728494623655914	0.797945205479452	0.60625	0.675	0.807511737089202	0.988	0.6159420289855072	0.5119047619047619	0.7518796992481203	0.496	0.5875	0.5172413793103449	0.9444444444444444	0.8690476190476191	0.9166666666666666	0.5119047619047619
GENE2VEC	0.5933007475560667	0.696551724137931	0.7439024390243902	0.8520408163265306	0.5164947671773092	0.5125438596491227	0.6787030213706706	0.4482758620689655	0.6544202066590126	0.6666666666666666	0.7669956140350876	0.6238888888888889	0.732620320855615	0.8471698113207548	0.9216981132075472	0.5832748538011696	0.7956989247311829	0.5971986417657046	0.603563989817172	0.675	0.6499999999999999	0.4640000000000001	0.7061224489795918	0.8723958333333334	0.7327516233766234	0.7971311475409837	0.570906432748538	0.46212121212121215	0.6698412698412699	0.5579881656804734	0.5989583333333334	0.6690340909090909	0.47620621282220754	0.781	0.7204301075268817	0.7388392857142857	0.6049973418394471	0.7934362934362933	0.7161269001982815	0.7222222222222222	0.5601761252446185	0.8500000000000001	0.5352250489236791	0.6111556982343499	0.6697191697191698	0.65625	0.8095238095238096	0.3988095238095238	0.8645833333333334	0.5828125	0.6535555555555556	0.7171717171717172	0.6868799603174603	0.6302939134459615	0.8445121951219512	0.6141304347826086	0.6931818181818182	0.39803921568627454	0.7380952380952381	0.677195685670262	0.43749999999999994	0.359375	0.8662790697674418	0.5973837209302326	0.45161290322580644	0.875	0.8046875	0.652	0.85625	0.8115384615384615	0.9586466165413533	0.8412698412698412	0.85	0.6128246753246753	0.5696581196581196	0.6055555555555556	0.6423076923076924	0.7111111111111111	0.6862068965517243	0.794017094017094	0.6562835660580021	0.7328767123287672	0.6428571428571428	0.6336538461538462	0.7703125000000001	0.9827586206896551	0.5182291666666667	0.717741935483871	0.4041095890410959	0.7125	0.5	0.460093896713615	0.988	0.7524154589371981	0.5099206349206349	0.612781954887218	0.652	0.725	0.8620689655172413	0.788888888888889	0.6071428571428571	0.6607142857142857	0.5595238095238095
TCGA-EMBEDDING	0.6221247843588269	0.6241379310344828	0.8185975609756098	0.8209183673469388	0.5791369634460791	0.5702631578947368	0.6615696389093588	0.603448275862069	0.8553386911595867	0.6964285714285714	0.6282894736842105	0.6246969696969696	0.6112967914438503	0.7226415094339622	0.8339622641509434	0.5618713450292397	0.7553763440860215	0.5980475382003396	0.5558898403147421	0.6892857142857143	0.7194444444444446	0.808	0.6061224489795919	0.7760416666666667	0.6333198051948052	0.58948087431694	0.638888888888889	0.5681818181818181	0.6190476190476191	0.5715976331360947	0.546875	0.6690340909090908	0.5261070720423	0.659	0.760752688172043	0.7987351190476191	0.6820839978734715	0.8146718146718146	0.7987442167878388	0.7716049382716049	0.6565557729941291	0.7749999999999999	0.5146771037181996	0.6114767255216693	0.6691086691086691	0.625	0.8809523809523809	0.47619047619047616	0.7239583333333333	0.628125	0.6322222222222222	0.6792929292929293	0.6400049603174602	0.6654709557972691	0.7515243902439025	0.5163043478260869	0.6519886363636364	0.4509803921568627	0.7202380952380951	0.6371340523882897	0.5568181818181819	0.21354166666666666	0.8561046511627906	0.6715116279069768	0.4086021505376344	0.9125	0.7578125	0.78	0.8187499999999999	0.7307692307692308	0.7875939849624061	0.8873015873015873	0.9812500000000001	0.6607142857142857	0.5978632478632478	0.45555555555555555	0.5521367521367522	0.4518518518518519	0.6862068965517242	0.5837606837606838	0.6726638023630505	0.7808219178082192	0.868421052631579	0.7769230769230769	0.8484375000000001	0.8310344827586207	0.6875	0.7123655913978495	0.7226027397260274	0.6	0.7000000000000001	0.6651017214397497	0.848	0.7113526570048309	0.6369047619047619	0.5601503759398496	0.6639999999999999	0.53125	0.7827586206896552	0.8814814814814815	0.43452380952380953	0.7380952380952381	0.4523809523809524
